AREA,UF,REGIAO,ANO,CPCCONTINUO,NOTACONCLUINTES,NOTAPADRONIZADAIDD,NOTAPADRONIZADAMESTRES,NOTAPADRONIZADADOUTORES,NOMEIES,SIGLAIES,Publica_1_Privada_0,CATADMINISTRATIVA,ORGACADEMICA,MUNICIPIOCURSO,NOTAPADRONIZADADREGIME,NOTAPADRONIZADAPEDAG,CPC_FAIXA,NOTAPADRONIZADAINFRA,INGRESSANTESPARTICIPANTES,INGRESSANTESINSCRITOS,COD_AREA (cod_curso),COD_IES,AMPLIACAOFORMACAO(NA),CPC FORMULA2013
CIÊNCIAS CONTÁBEIS,SP,0,2012,"2,51","1,96","1,04","4,62","3,58",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,0,Privada,Universidade,SAO PAULO,"4,85","2,97","3,00","3,81",44,174,22,546,"3,30","2,50"
CIÊNCIAS ECONÔMICAS,SP,0,2012,"3,47","2,64","3,38","4,58","2,65",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,0,Privada,Universidade,BARUERI,"4,85","4,13","4,00","4,60",29,32,13,546,"4,32","3,46"
CIÊNCIAS ECONÔMICAS,SP,0,2012,"2,58","1,58","1,58","4,87","3,10",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,0,Privada,Universidade,SAO PAULO,"4,82","3,46","3,00","3,52",220,346,13,546,"3,48","2,58"
CIÊNCIAS SOCIAIS (BACHARELADO),SP,0,2011,"3,42","2,99","2,64","4,64","4,11",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,0,PRIVADA,UNIVERSIDADES,SÃO PAULO,"5,00","3,52","4,00","3,85",26,49,5401,546,"3,65","3,41"
DIREITO,SP,0,2012,"2,85","2,78","1,64","4,58","4,13",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,0,Privada,Universidade,SAO PAULO,"3,94","2,50","3,00","3,61",481,622,2,546,"2,94","2,83"
FILOSOFIA (BACHARELADO),SP,0,2011,"3,25","2,90","2,22","5,00","4,02",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,0,PRIVADA,UNIVERSIDADES,SÃO PAULO,"5,00","3,94","4,00","3,33",11,40,3201,546,"3,70","3,26"
FILOSOFIA (LICENCIATURA),SP,0,2011,"4,49","4,50","4,46","5,00","3,96",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,0,PRIVADA,UNIVERSIDADES,SÃO PAULO,"5,00","5,00","5,00","4,13",11,40,3202,546,"4,65","4,50"
HISTÓRIA (BACHARELADO),SP,0,2011,"2,04","0,90","0,00","5,00","3,60",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,0,PRIVADA,UNIVERSIDADES,SÃO PAULO,"5,00","3,83","3,00","3,80",33,57,2401,546,"3,82","2,04"
HISTÓRIA (LICENCIATURA),SP,0,2011,"1,82","0,55","0,00","5,00","3,72",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,0,PRIVADA,UNIVERSIDADES,SÃO PAULO,"5,00","2,86","2,00","2,52",33,57,2402,546,"2,72","1,83"
JORNALISMO,SP,0,2012,"1,43","0,00","0,00","4,15","2,84",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,0,Privada,Universidade,SAO PAULO,"4,92","1,07","2,00","3,28",79,120,803,546,"1,95","1,40"
PSICOLOGIA,SP,0,2012,"3,80","3,51","3,66","4,46","3,28",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,0,Privada,Universidade,BARUERI,"4,90","3,56","4,00","4,78",15,27,18,546,"4,05","3,78"
PSICOLOGIA,SP,0,2012,"2,64","1,97","1,60","4,47","3,29",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,0,Privada,Universidade,SAO PAULO,"4,90","2,98","3,00","3,58",126,178,18,546,"3,22","2,63"
PUBLICIDADE E PROPAGANDA,SP,0,2012,"2,33","1,70","1,32","4,21","2,98",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,0,Privada,Universidade,SAO PAULO,"4,77","2,26","3,00","3,22",75,113,804,546,"2,64","2,32"
RELAÇÕES INTERNACIONAIS,SP,0,2012,"2,78","2,48","1,63","4,88","4,03",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,0,Privada,Universidade,SAO PAULO,"4,92","2,59","3,00","2,47",138,158,81,546,"2,54","2,79"
ADMINISTRAÇÃO,RS,1,2012,"2,86","2,61","1,84","4,84","2,37",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,0,Privada,Universidade,PORTO ALEGRE,"4,66","3,66","3,00","4,70",490,823,1,21,"4,08","2,85"
CIÊNCIAS CONTÁBEIS,RS,1,2012,"2,93","2,76","2,07","4,29","2,33",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,0,Privada,Universidade,PORTO ALEGRE,"4,29","3,94","3,00","4,83",73,120,22,21,"4,30","2,91"
CIÊNCIAS ECONÔMICAS,RS,1,2012,"3,26","2,54","2,84","5,00","2,57",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,0,Privada,Universidade,PORTO ALEGRE,"4,46","3,85","4,00","5,00",70,94,13,21,"4,31","3,24"
CIÊNCIAS SOCIAIS (BACHARELADO),RS,1,2011,"4,20","4,89","5,00","5,00","0,93",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,0,PRIVADA,UNIVERSIDADES,PORTO ALEGRE,"5,00","3,24","4,00","4,53",23,23,5401,21,"3,76","4,18"
CIÊNCIAS SOCIAIS (LICENCIATURA),RS,1,2011,"4,45","4,85","4,46","4,42","3,75",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,0,PRIVADA,UNIVERSIDADES,PORTO ALEGRE,"5,00","4,27","5,00","4,36",14,16,5402,21,"4,31","4,45"
DIREITO,RS,1,2012,"2,88","2,17","1,97","4,62","2,97",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,0,Privada,Universidade,PORTO ALEGRE,"4,16","4,10","3,00","4,60",557,950,2,21,"4,30","2,87"
FILOSOFIA (BACHARELADO),RS,1,2011,"3,43","3,26","2,87","5,00","2,85",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,0,PRIVADA,UNIVERSIDADES,PORTO ALEGRE,"5,00","3,56","4,00","4,42",18,31,3201,21,"3,90","3,42"
FILOSOFIA (LICENCIATURA),RS,1,2011,"3,36","2,62","2,50","5,00","4,04",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,0,PRIVADA,UNIVERSIDADES,PORTO ALEGRE,"4,58","3,98","4,00","4,56",16,19,3202,21,"4,21","3,36"
HISTÓRIA (BACHARELADO),RS,1,2011,"3,87","3,92","4,15","5,00","1,36",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,0,PRIVADA,UNIVERSIDADES,PORTO ALEGRE,"5,00","4,22","4,00","4,81",10,13,2401,21,"4,46","3,86"
HISTÓRIA (LICENCIATURA),RS,1,2011,"3,59","3,24","2,68","5,00","4,00",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,0,PRIVADA,UNIVERSIDADES,PORTO ALEGRE,"5,00","3,84","4,00","4,92",31,37,2402,21,"4,27","3,58"
JORNALISMO,RS,1,2012,"3,66","3,47","3,68","3,93","3,19",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,0,Privada,Universidade,PORTO ALEGRE,"4,71","2,87","4,00","4,43",130,180,803,21,"3,49","3,63"
PSICOLOGIA,RS,1,2012,"3,37","2,80","2,79","5,00","3,14",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,0,Privada,Universidade,PORTO ALEGRE,"4,89","3,74","4,00","4,55",180,357,18,21,"4,06","3,36"
PUBLICIDADE E PROPAGANDA,RS,1,2012,"3,18","2,89","2,77","4,13","2,84",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,0,Privada,Universidade,PORTO ALEGRE,"4,70","3,19","4,00","4,09",109,155,804,21,"3,55","3,17"
ADMINISTRAÇÃO,PR,1,2012,"3,14","3,42","3,53","4,12","0,41",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,Privada,Universidade,TOLEDO,"1,76","4,59","4,00","5,00",33,51,1,10,"4,76","3,14"
ADMINISTRAÇÃO,PR,1,2012,"3,08","3,38","3,02","4,77","0,95",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,Privada,Universidade,LONDRINA,"3,18","3,81","4,00","4,32",39,74,1,10,"4,02","3,07"
ADMINISTRAÇÃO,PR,1,2012,"3,06","3,12","3,08","3,57","1,50",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,Privada,Universidade,MARINGA,"2,50","4,03","4,00","5,00",28,60,1,10,"4,42","3,05"
ADMINISTRAÇÃO,PR,1,2012,"2,62","2,44","2,52","4,12","2,06",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,Privada,Universidade,SAO JOSE DO PINHAIS,"2,21","2,78","3,00","3,42",47,76,1,10,"3,03","2,61"
ADMINISTRAÇÃO,PR,1,2012,"2,30","2,12","1,54","4,33","1,73",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,Privada,Universidade,CURITIBA,"2,64","2,88","3,00","4,49",243,361,1,10,"3,52","2,27"
CIÊNCIAS CONTÁBEIS,PR,1,2012,"3,88","4,67","5,00","3,33","0,45",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,Privada,Universidade,LONDRINA,"2,78","4,13","4,00","4,77",22,33,22,10,"4,39","3,87"
CIÊNCIAS CONTÁBEIS,PR,1,2012,"3,12","3,88","3,67","3,42","0,86",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,Privada,Universidade,SAO JOSE DO PINHAIS,"1,58","3,06","4,00","4,43",37,46,22,10,"3,61","3,10"
CIÊNCIAS CONTÁBEIS,PR,1,2012,"2,57","2,91","2,75","3,07","0,56",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,Privada,Universidade,CURITIBA,"1,70","3,19","3,00","4,60",83,125,22,10,"3,76","2,55"
CIÊNCIAS ECONÔMICAS,PR,1,2012,"2,52","2,11","2,44","3,52","1,04",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,Privada,Universidade,CURITIBA,"2,71","3,27","3,00","5,00",43,56,13,10,"3,96","2,49"
CIÊNCIAS SOCIAIS (LICENCIATURA),PR,1,2011,"3,57","4,13","4,02","4,58","1,82",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,PRIVADA,UNIVERSIDADES,CURITIBA,"1,59","3,09",Unidade com cursos não reconhecidos até 30/09/2012,"5,00",22,31,5402,10,"3,85","3,54"
DIREITO,PR,1,2012,"3,59","3,87","3,89","4,55","2,27",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,Privada,Universidade,LONDRINA,"2,88","3,38","4,00","4,06",119,173,2,10,"3,65","3,58"
DIREITO,PR,1,2012,"2,64","2,80","2,91","3,10","0,78",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,Privada,Universidade,MARINGA,"1,55","3,69","3,00","4,25",76,134,2,10,"3,91","2,63"
DIREITO,PR,1,2012,"2,15","1,65","1,14","4,34","2,70",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,Privada,Universidade,CURITIBA,"2,42","2,93","3,00","3,88",492,693,2,10,"3,31","2,14"
DIREITO,PR,1,2012,"2,11","1,60","1,86","3,85","1,15",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,Privada,Universidade,SAO JOSE DO PINHAIS,"1,83","3,11","3,00","4,09",80,127,2,10,"3,50","2,09"
FILOSOFIA (LICENCIATURA),PR,1,2011,"3,27","3,02","3,06","4,80","2,79",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,PRIVADA,UNIVERSIDADES,CURITIBA,"3,41","2,61","4,00","4,91",37,70,3202,10,"3,53","3,24"
FILOSOFIA (LICENCIATURA),PR,1,2011,"3,03","2,78","2,96","5,00","2,00",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,PRIVADA,UNIVERSIDADES,MARINGÁ,"1,21","4,32","4,00","4,71",22,27,3202,10,"4,47","3,03"
HISTÓRIA (LICENCIATURA),PR,1,2011,"3,45","3,77","3,65","4,78","1,73",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,PRIVADA,UNIVERSIDADES,CURITIBA,"2,88","3,29",Unidade com cursos não reconhecidos até 30/09/2012,"4,54",64,96,2402,10,"3,79","3,43"
JORNALISMO,PR,1,2012,"2,54","2,50","2,54","4,22","1,12",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,Privada,Universidade,CURITIBA,"2,63","2,26","3,00","4,01",115,132,803,10,"2,96","2,51"
PSICOLOGIA,PR,1,2012,"3,02","3,13","3,93","2,65","0,30",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,Privada,Universidade,TOLEDO,"1,18","4,28","4,00","4,84",36,44,18,10,"4,50","3,01"
PSICOLOGIA,PR,1,2012,"2,91","3,03","3,21","4,07","1,24",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,Privada,Universidade,CURITIBA,"2,10","2,59","3,00","4,43",180,251,18,10,"3,33","2,88"
PUBLICIDADE E PROPAGANDA,PR,1,2012,"2,66","2,86","2,36","3,88","1,36",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,Privada,Universidade,CURITIBA,"2,83","2,98","3,00","4,38",179,247,804,10,"3,54","2,64"
ADMINISTRAÇÃO,RJ,0,2012,"2,90","3,15","1,86","4,86","3,04",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,0,Privada,Universidade,RIO DE JANEIRO,"1,79","4,00","3,00","4,83",199,271,1,528,"4,33","2,88"
CIÊNCIAS ECONÔMICAS,RJ,0,2012,"2,42","1,60","1,12","4,89","3,38",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,0,Privada,Universidade,RIO DE JANEIRO,"2,38","3,83","3,00","4,91",114,122,13,528,"4,27","2,41"
CIÊNCIAS SOCIAIS (BACHARELADO),RJ,0,2011,"3,65","3,82","3,31","4,54","4,62",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,0,PRIVADA,UNIVERSIDADES,RIO DE JANEIRO,"0,00","4,52","4,00","4,68",14,26,5401,528,"4,58","3,64"
CIÊNCIAS SOCIAIS (LICENCIATURA),RJ,0,2011,"4,51","4,79","5,00","4,74","4,58",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,0,PRIVADA,UNIVERSIDADES,RIO DE JANEIRO,"1,40","3,65","5,00","5,00",6,16,5402,528,"4,19","4,48"
DIREITO,RJ,0,2012,"2,72","3,09","1,96","3,90","2,97",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,0,Privada,Universidade,RIO DE JANEIRO,"0,94","3,37","3,00","4,73",281,311,2,528,"3,91","2,70"
FILOSOFIA (BACHARELADO),RJ,0,2011,"2,35","1,99","0,06","4,46","4,17",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,0,PRIVADA,UNIVERSIDADES,RIO DE JANEIRO,"2,95","5,00","3,00","5,00",4,10,3201,528,"5,00","2,35"
FILOSOFIA (LICENCIATURA),RJ,0,2011,"3,42","2,80","2,78","4,78","4,17",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,0,PRIVADA,UNIVERSIDADES,RIO DE JANEIRO,"3,01","3,98","4,00","5,00",2,7,3202,528,"4,39","3,40"
HISTÓRIA (BACHARELADO),RJ,0,2011,"3,96","4,26","4,48","3,10","3,48",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,0,PRIVADA,UNIVERSIDADES,RIO DE JANEIRO,"1,37","4,09","5,00","5,00",8,17,2401,528,"4,45","3,95"
HISTÓRIA (LICENCIATURA),RJ,0,2011,"2,69","2,61","1,44","4,42","3,50",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,0,PRIVADA,UNIVERSIDADES,RIO DE JANEIRO,"2,25","3,53","3,00","5,00",7,14,2402,528,"4,12","2,67"
JORNALISMO,RJ,0,2012,"3,17","3,27","3,28","2,77","2,39",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,0,Privada,Universidade,RIO DE JANEIRO,"2,35","3,60","4,00","4,78",192,218,803,528,"4,07","3,15"
PSICOLOGIA,RJ,0,2012,"3,42","3,17","3,20","5,00","3,50",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,0,Privada,Universidade,RIO DE JANEIRO,"2,50","2,76","4,00","4,90",110,141,18,528,"3,62","3,39"
PUBLICIDADE E PROPAGANDA,RJ,0,2012,"2,78","3,00","2,41","2,96","2,46",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,0,Privada,Universidade,RIO DE JANEIRO,"2,26","3,35","3,00","4,34",236,276,804,528,"3,75","2,77"
RELAÇÕES INTERNACIONAIS,RJ,0,2012,"3,58","3,88","3,53","4,80","2,69",PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,0,Privada,Universidade,RIO DE JANEIRO,"2,18","3,85","4,00","4,65",120,125,81,528,"4,17","3,56"
ADMINISTRAÇÃO,SP,0,2012,"2,19","2,01","1,40","4,41","2,31",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,0,Privada,Universidade,CAMPINAS,"1,99","2,48","3,00","3,85",449,678,1,19,"3,03","2,17"
CIÊNCIAS CONTÁBEIS,SP,0,2012,"2,51","2,54","2,23","4,27","1,48",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,0,Privada,Universidade,CAMPINAS,"1,09","3,35","3,00","4,57",73,111,22,19,"3,83","2,49"
CIÊNCIAS ECONÔMICAS,SP,0,2012,"2,48","1,88","2,23","4,46","1,79",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,0,Privada,Universidade,CAMPINAS,"1,92","3,32","3,00","4,42",132,167,13,19,"3,76","2,47"
CIÊNCIAS SOCIAIS (BACHARELADO),SP,0,2011,"1,83","0,98","0,00","5,00","3,34",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,0,PRIVADA,UNIVERSIDADES,CAMPINAS,"0,96","4,52","2,00","4,68",16,32,5401,19,"4,58","1,83"
CIÊNCIAS SOCIAIS (LICENCIATURA),SP,0,2011,"2,33","1,74","1,08","5,00","3,70",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,0,PRIVADA,UNIVERSIDADES,CAMPINAS,"2,04","3,36","3,00","3,56",16,32,5402,19,"3,44","2,33"
DIREITO,SP,0,2012,"2,62","2,87","2,22","4,26","2,41",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,0,Privada,Universidade,CAMPINAS,"1,67","3,57","3,00","2,56",428,552,2,19,"3,16","2,63"
FILOSOFIA (LICENCIATURA),SP,0,2011,"2,95","2,22","2,01","5,00","3,33",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,0,PRIVADA,UNIVERSIDADES,CAMPINAS,"3,45","4,17","4,00","4,80",43,56,3202,19,"4,42","2,94"
HISTÓRIA (BACHARELADO),SP,0,2011,"4,04","4,13","5,00","3,10","3,48",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,0,PRIVADA,UNIVERSIDADES,CAMPINAS,"2,09","3,57","5,00","3,71",19,29,2401,19,"3,63","4,03"
HISTÓRIA (LICENCIATURA),SP,0,2011,"3,39","3,30","3,25","4,39","3,68",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,0,PRIVADA,UNIVERSIDADES,CAMPINAS,"2,89","2,00","4,00","4,65",19,29,2402,19,"3,06","3,35"
JORNALISMO,SP,0,2012,"2,84","2,63","2,74","4,04","2,43",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,0,Privada,Universidade,CAMPINAS,"1,92","3,00","3,00","4,31",159,177,803,19,"3,52","2,83"
PSICOLOGIA,SP,0,2012,"2,90","2,23","2,15","4,79","3,62",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,0,Privada,Universidade,CAMPINAS,"2,34","3,71","3,00","4,58",149,192,18,19,"4,06","2,89"
PUBLICIDADE E PROPAGANDA,SP,0,2012,"2,35","2,39","2,02","3,29","1,67",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,0,Privada,Universidade,CAMPINAS,"1,58","3,09","3,00","4,18",155,190,804,19,"3,53","2,33"
ADMINISTRAÇÃO,MG,0,2012,"3,56","3,45","3,27","4,83","3,38",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,0,Privada,Universidade,POCOS DE CALDAS,"4,14","2,87","4,00","4,39",107,136,1,338,"3,48","3,54"
ADMINISTRAÇÃO,MG,0,2012,"3,46","3,40","3,97","5,00","0,00",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,0,Privada,Universidade,GUANHAES,"5,00","3,85","4,00","4,72",15,15,1,338,"4,20","3,45"
ADMINISTRAÇÃO,MG,0,2012,"3,23","3,39","3,22","4,17","1,75",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,0,Privada,Universidade,BETIM,"4,38","2,93","4,00","4,08",50,69,1,338,"3,39","3,22"
ADMINISTRAÇÃO,MG,0,2012,"3,22","3,17","3,21","4,33","2,33",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,0,Privada,Universidade,ARCOS,"3,33","3,36","4,00","3,90",51,68,1,338,"3,57","3,22"
ADMINISTRAÇÃO,MG,0,2012,"2,35","2,26","1,50","4,31","1,67",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,0,Privada,Universidade,BELO HORIZONTE,"3,88","2,81","3,00","4,03",428,597,1,338,"3,30","2,34"
ADMINISTRAÇÃO,MG,0,2012,"1,93","1,80","1,36","4,13","1,35",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,0,Privada,Universidade,CONTAGEM,"3,46","1,90","2,00","2,36",118,157,1,338,"2,08","1,92"
CIÊNCIAS CONTÁBEIS,MG,0,2012,"2,35","2,26","1,81","4,02","1,25",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,0,Privada,Universidade,BELO HORIZONTE,"3,74","2,73","3,00","3,89",275,394,22,338,"3,20","2,33"
CIÊNCIAS CONTÁBEIS,MG,0,2012,"2,25","2,31","1,92","3,91","0,76",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,0,Privada,Universidade,CONTAGEM,"3,13","2,54","3,00","3,78",64,85,22,338,"3,03","2,23"
CIÊNCIAS ECONÔMICAS,MG,0,2012,"2,97","2,59","2,86","4,11","1,67",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,0,Privada,Universidade,BELO HORIZONTE,"3,33","3,91","4,00","4,61",90,106,13,338,"4,19","2,96"
CIÊNCIAS SOCIAIS (BACHARELADO),MG,0,2011,"1,76","1,17","0,09","3,77","2,71",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,0,PRIVADA,UNIVERSIDADES,BELO HORIZONTE,"3,89","3,47","2,00","3,42",24,25,5401,338,"3,45","1,76"
DIREITO,MG,0,2012,"3,03","2,36","3,01","5,00","1,88",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,0,Privada,Universidade,SERRO,"4,38","3,41","4,00","3,54",65,80,2,338,"3,46","3,03"
DIREITO,MG,0,2012,"2,97","2,68","2,77","4,66","2,84",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,0,Privada,Universidade,POCOS DE CALDAS,"3,79","2,35","4,00","3,09",164,211,2,338,"2,65","2,96"
DIREITO,MG,0,2012,"2,93","2,56","2,31","4,68","3,43",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,0,Privada,Universidade,BELO HORIZONTE,"3,81","2,68","3,00","3,46",1021,1206,2,338,"2,99","2,92"
DIREITO,MG,0,2012,"2,55","2,15","2,44","3,53","0,88",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,0,Privada,Universidade,ARCOS,"3,82","3,45","3,00","4,28",76,97,2,338,"3,78","2,53"
DIREITO,MG,0,2012,"2,52","2,00","2,09","4,58","1,72",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,0,Privada,Universidade,BETIM,"3,75","2,93","3,00","3,80",125,161,2,338,"3,28","2,50"
DIREITO,MG,0,2012,"1,97","1,32","1,29","3,97","2,50",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,0,Privada,Universidade,CONTAGEM,"3,25","2,07","3,00","2,45",143,196,2,338,"2,22","1,96"
FILOSOFIA (BACHARELADO),MG,0,2011,"2,56","2,83","2,26","1,80","2,08",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,0,PRIVADA,UNIVERSIDADES,BELO HORIZONTE,"3,32","2,58","3,00","4,14",28,43,3201,338,"3,21","2,53"
FILOSOFIA (LICENCIATURA),MG,0,2011,"2,82","2,39","2,15","3,84","3,04",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,0,PRIVADA,UNIVERSIDADES,BELO HORIZONTE,"3,82","3,36","3,00","4,03",13,16,3202,338,"3,62","2,81"
